book_title,book_author,Category 
Hurray for Ali Baba Bernstein,Johanna Hurwitz,['City and town life']
Stones from the River (Oprah's Book Club (Hardcover)),Ursula Hegi,['City and town life']
Not Her Real Name and Other Stories,Emily Perkins,['City and town life']
"Watch With Me: And Six Other Stories of the Yet-Remembered Ptolemy Proudfoot and His Wife, Miss Minnie, Nee Quinch",Wendell Berry,['City and town life']
Piet Potter's First Case (A Piet Potter mystery),Robert M. Quackenbush,['City and town life']
Dubliners (Essential.penguin S.),James Joyce,['City and town life']
NOBODY'S FOOL,Martin Gottfried,['City and town life']
Homeboy (Vintage Contemporaries),Seth Morgan,['City and town life']
Middlemarch,George Eliot,['City and town life']
The Penguin Book of the City,Robert Drewe,['City and town life']
What did you bring?: Featuring Jim Henson's Sesame Street Muppets,Daisy Ellsworth,['City and town life']
City of night,John Rechy,['City and town life']
Dubliners (Twentieth Century Classics S.),James Joyce,['City and town life']
Our Town: A Play in Three Acts (Perennial Classics),Thornton Wilder,['City and town life']
Middlemarch (Penguin Popular Classics),George Eliot,['City and town life']
Betsy and Tacy Go Downtown,Maud H. Lovelace,['City and town life']
When the Giants Came to Town (Hello Reader (Level 4)),Marcia Leonard,['City and town life']
Secrets of a Small Town: The Extraordinary Confessions of Ordinary People,Jerry Biederman,['City and town life']
A stranger here myself: Being the life story and revelations of Mister Rab C. Nesbitt of Govan,Ian Pattison,['City and town life']
Milo Talon,Louis Lamour,['City and town life']
The Great Gerbil Roundup,Stephen Manes,['City and town life']
Tales of the city (Harper colophon books),Armistead Maupin,['City and town life']
Just relations,Rodney Hall,['City and town life']
"Winesburg, Ohio: A group of tales of Ohio small town life",Sherwood Anderson,['City and town life']
Six of one,Rita Mae Brown,['City and town life']
The Round Tower,Catherine Cookson,['City and town life']
The All-Girl Football Team: Stories (Vintage Contemporaries),Lewis Nordan,['City and town life']
The weather girl,Helen Barnes,['City and town life']
"Winesburg, Ohio (Penguin Classics)",Sherwood Anderson,['City and town life']
Little monster's neighborhood (A Golden look-look book),Mercer Mayer,['City and town life']
Early Bird On Sesame Street,Linda Hayward,['City and town life']
Cast of Smiles,Amanda Brookfield,['City and town life']
I Never Wanted to Be Famous,Eth Clifford,['City and town life']
New York time,Richard Peck,['City and town life']
We Lived in the Almont,Eleanor Clymer,['City and town life']
Into the Badlands: Travels Through Urban America,John Williams,['City and town life']
The Barrytown Trilogy,Roddy Doyle,['City and town life']
Richard Scarry's Busytown Word Book (Look-Look),Richard Scarry,['City and town life']
The New Read-Aloud Handbook,Jim Trelease,['Oral reading']
"The Read-Aloud Handbook (Read Aloud Handbook, 4th ed)",Jim Trelease,['Oral reading']
Let's Give Kitty a Bath,Steven Lindblom,['Baths']
"Rub-a-Dub, Pooh",Kathleen W. Zoehfeld,['Baths']
Max's Bath (Very First Books),Rosemary Wells,['Baths']
The Beast in the Bathtub,Kathleen Stevens,['Baths']
Little Red Riding Hood (Little Golden Book),Golden Books Little,['Folklore']
Clever Tom and the Leprechaun: An Old Irish Story,Linda Shute,['Folklore']
Scary Stories to Tell In the Dark,Alvin Schwartz,['Folklore']
World Folktales: A Treasury of Over Sixty of the World's Best-Loved Folktales (World Folktales Ppr),Atelia Clarkson,['Folklore']
"Myth-Informed: Legends, Credos, and Wrongheaded \Facts\"" We All Believe""",Paul Dickson,['Folklore']
Curious Customs: The Stories Behind 296 Popular American Rituals (Stonesong Press Books),Tad Tuleja,['Folklore']
The Drac: French Tales of Dragons and Demons,Felice Holman,['Folklore']
Maori myths & legendary tales,A. W Reed,['Folklore']
Short & Shivery: Forty-Five Chilling Tailes,Robert D. San Souci,['Folklore']
Treasury Of Southern Folklore,Outlet,['Folklore']
Gods and Men: Myths and Legends from the World's Religions (Oxford Myths and Legends),John Bailey,['Folklore']
Hansel and Gretel (Fun-To-Read Fairy Tales),Sheogo Hirata,['Folklore']
The Golden Bough: A Study in Magic and Religion,"James Goerge, Sir Frazer",['Folklore']
Merry Adventures of Robin Hood (Great Illustrated Classics),Howard Pyle,['Folklore']
Scary Stories Treasury: Omnibus,Alvin Schwartz,['Folklore']
The Hero of Bremen,Margaret Hodges,['Folklore']
Stone Soup (Read Along with Me Book),Kit Schorsch,['Folklore']
The Jack Tales,Richard Chase,['Folklore']
Scary Stories Omnibus,Schwartz,['Folklore']
Whoppers: Tall Tales and Other Lies,Alvin Schwartz,['Folklore']
Why the Sun and the Moon Live in the Sky,Elphinstone Dayrell,['Folklore']
British (Myths & Legends S.),Maude I. Ebbutt,['Folklore']
Jack and the Beanstalk (Read Along with Me Book),Kit Schorsch,['Folklore']
"American Vampires: Fans, Victims, Practitioners",Norine Dresser,['Folklore']
Saint Patrick and the Peddler (Orchard Paperbacks),Margaret Hodges,['Folklore']
The Three Little Pigs (First Little Golden Book),Lilian Obligado,['Folklore']
Puss in Boots (Little classics),Sarah Toast,['Folklore']
Little Fingerling: A Japanese Folk Tale,Brenda Clark,['Folklore']
Friendship: The Four Musicians (Tales of Virtue),Mary Rowitz,['Folklore']
My Little Golden Book of Cars and Trucks (Little Golden Book),Golden Books,['Motor vehicles']
Monster Wheels,Bill Holder,['Motor vehicles']
The secret city under the sea (Disney's duck tales),Paul S Newman,['Atlantis (Legendary place)']
"Return to Atlantis (Choose Your Own Adventure, No 78)",R.A. Montogomery,['Atlantis (Legendary place)']
Cookie Monster/Cookie Tree,Golden Books,['Cookie Monster (Fictitious character)']
Grover's Own Alphabet,Sal Murdocca,['Alphabet books']
Eating the Alphabet,Lois Ehlert,['Alphabet books']
Disney's Winnie the Pooh's A to ZZzz,Don Ferguson,['Alphabet books']
Help! I'm Trapped in the First Day of Summer Camp (Help! I'm Trapped (Paperback)),Todd Strasser,['Alphabet books']
Grover's Own Alphabet (Little Golden Book),Sal Murdocca,['Alphabet books']
ABCs of Lunch,Dandi Daley Mackall,['Alphabet books']
Bunnies' ABC (Little Golden Books),Golden Books,['Alphabet books']
Garfield's Halloween Adventure (Formerly Titled Garfield in Disguise),Jim Davis,['Caricatures and cartoons']
Simpson's Christmas Book,Matt Groening,['Caricatures and cartoons']
Understanding Comics,Scott McCloud,['Caricatures and cartoons']
Zen Comics (Tut Books. H),Ioanna Salajan,['Caricatures and cartoons']
All the Bestie,Steve Best,['Caricatures and cartoons']
Gundam Wing: Ground Zero,Reku Fuyunagi,['Caricatures and cartoons']
Fred,Posy Simmonds,['Caricatures and cartoons']
Garfield in the Mood for Food,Jim Davis,['Caricatures and cartoons']
On with the Shoe!,Jeff MacNelly,['Caricatures and cartoons']
A Shoe for All Seasons,Jeff MacNelly,['Caricatures and cartoons']
Garfield Pocket Books: Le Magnifique! (Garfield Pocket Books),Jim Davis,['Caricatures and cartoons']
Little Orphan Annie and Little Orphan Annie in Cosmic City,Harold Gray,['Caricatures and cartoons']
Garfield Pocket Books: Garfield the Irresistible (Garfield Pocket Books),Jim Davis,['Caricatures and cartoons']
Fugitive From the Cubicle Police Dilbert,Scott Adams,['Caricatures and cartoons']
How to Be a Financially Secure Woman,Mary Elizabeth Schlayer,"['Finance, Personal']"
The Only Investment Guide You'll Ever Need,Andrew Tobias,"['Finance, Personal']"
The Complete Idiot's Guide to Getting Rich (Complete Idiot's Guide),Larry Waschka,"['Finance, Personal']"
Your Wealth-Building Years: Financial Planning for 18 to 38 Year-Olds,Adriane G. Berg,"['Finance, Personal']"
Miserly Moms : Living on One Income in a Two Income Economy,Jonni McCoy,"['Finance, Personal']"
Money Book of Personal Finance,Richard Eisenberg,"['Finance, Personal']"
How to Manage Your Money (Christian Financial Concepts Series),Larry Burkett,"['Finance, Personal']"
WALL STREET JOURNAL GUIDE TO PLANNING YOUR FINANCIAL FUTURE : THE EASY-TO-READ GUIDE TO LIFETIME PLANNING FOR RETIREMENT,Kenneth M. Morris,"['Finance, Personal']"
The Defence,Garth Turner,"['Finance, Personal']"
How to prosper during the coming bad years,Howard J Ruff,"['Finance, Personal']"
THE SEVEN LAWS OF MONEY (Shambhala Pocket Editions),MICHAEL PHILLIPS,"['Finance, Personal']"
GET A FINANCIAL LIFE : Personal Finance In Your Twenties And Thirties,Beth Kobliner,"['Finance, Personal']"
How to Get Rich,Jeff Fisher,"['Finance, Personal']"
"Wealth in a Decade: A Fresh Approach to Financial Freedom, Security and Control",Brett Machtig,"['Finance, Personal']"
The Road to Wealth: Securing Your Financial Future,Paul Clitheroe,"['Finance, Personal']"
A Newbery Christmas,MARTIN H. GREENBERG,['Braille books']
"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne,['Braille books']
Book of Three,Lloyd Alexander,['Braille books']
FATHER'S ARCANE DAUGHTER (Fathers Arcane Daughter),E. L. Konigsburg,['Braille books']
Prisoners of Hope : The Story of Our Captivity and Freedom in Afghanistan,DAYNA CURRY,['Christian biography']
"Choices, Changes",Joni Eareckson Tada,['Christian biography']
Some Day I'm Going to Fly,Hilary McDowell,['Christian biography']
One Step at a Time: The Remarkable True Story of Bob Wieland,Bob Wieland,['Christian biography']
A Man Called Norman: The Unforgettable Story of an Uncommon Friendship,Mike Adkins,['Christian biography']
Upon Melody Mountain,Betty J Robinson,['Christian biography']
Amazing Grace,Anita Bryant,['Christian biography']
Murdered Heiress Living Witness,Petti Dr. Wagner,['Christian biography']
Chosen with a Mission: Are You Ready for the Adventure?,Nancy Wilson,['Christian biography']
Lambs Among Wolves,Bob Briner,['Christian biography']
Seventy Times Seven and Beyond: Mystery of the Second Chance,Monty Christensen,['Christian biography']
Mary Slessor,Basil Miller,['Christian biography']
Meeting God at every turn: A personal family story,Catherine Marshall,['Christian biography']
"Called to Die: The Story of American Linguist Chet Bitterman, Slain by Terrorists",Steven Estes,['Christian biography']
Footprints in the Sand: The Inspiring Life Behind the Immortal Poem,Gail Giorgio,['Christian biography']
The Preacher Had 10 Kids,Frances Bradsher,['Christian biography']
The Npr Interviews 1994,Robert Siegel,"['Civilization, Modern']"
Kampf der Kulturen.,Samuel P. Huntington,"['Civilization, Modern']"
"The Structures of Everyday Life: Civilization and Capitalism, 15th-18th Century Volume 1",Fernand Braudel,"['Civilization, Modern']"
Grunch of giants,R. Buckminster Fuller,"['Civilization, Modern']"
The Way We Lived (The Eventful 20th Century),Readers Digest,"['Civilization, Modern']"
Moyers on America: A Journalist and His Times,Bill Moyers,"['Civilization, Modern']"
Introducing Postmodernism,Richard Appignanesi,"['Civilization, Modern']"
"The Chronicle of the Year, 1989",Clifton Daniel,"['Civilization, Modern']"
Chronicle of the Year 1988,Clifton Daniel,"['Civilization, Modern']"
The 1950s (Decades of the 20th Century),Nick Yapp,"['Civilization, Modern']"
Propeller One-Way Night Coach: A Story,John Travolta,['Air travel']
Flying Visits,Clive James,['Air travel']
Pandora's Clock R/P,Nance J J,['Air travel']
Les Liasions Dangereuses,Pierre Ambroise Francois Choderl Laclos,['Aristocracy (Social class)']
Les Liaisons Dangereuses (World Classics),Pierre Ambroise Francois Choderl Laclos,['Aristocracy (Social class)']
Les Liaisons Dangereuses (Classic),Pierre Choderlos De Laclos,['Aristocracy (Social class)']
"The heather hills of Stonewycke (The Stonewycke trilogy / Michael Phillips, Judith Pella)",Michael R Phillips,['Aristocracy (Social class)']
Flight from Stonewycke (The Stonewycke trilogy),Michael R Phillips,['Aristocracy (Social class)']
A KINGDOM OF DREAMS,Judith McNaught,['Aristocracy (Social class)']
"Upstairs, downstairs",John Hawkesworth,['Aristocracy (Social class)']
Tony Hillerman: Three Jim Chee Mysteries : People of Darkness/the Dark Wind/the Ghostway,Tony Hillerman,"['Chee, Jim (Fictitious character)']"
The Dark Wind M/TV,Tony Hillerman,"['Chee, Jim (Fictitious character)']"
Dark Wind,Tony Hillerman,"['Chee, Jim (Fictitious character)']"
The Twelve Dancing Princesses: A Folk Tale from the Brothers Grimm (Easy to Read Folktale),Freya Littledale,['Dance']
The Dance of Trees,Susan Dawn,['Dance']
London Calling (Uqp),R. Prior,['Dance']
Duncan the Dancing Duck,Syd Hoff,['Dance']
The Biggest Snowball Fight (Rhyme Time Readers),Angela Shelf Medearis,['Dance']
Grunge Music (World of Teddy Ruxpin),Ken Forsse,['Dance']
Harvey Potters Balloon Farm,Jerdine Nolen,['Balloons']
Theodore Mouse up in the air (A Little golden book),Michaela Muntean,['Balloons']
Barney's Big Balloon: A Hide-And-Seek Adventure,Mark S. Bernthal,['Balloons']
Georgie and the Runaway Balloon (Doubleday Balloon Books),Robert Bright,['Balloons']
A City in Winter,Mark Helprin,['Cities and towns']
Hill Towns of Italy,Richard Kauffman,['Cities and towns']
Where the Heart Is: A Novel,Billie Letts,['Cities and towns']
Winesburg Ohio,Sherwood Anderson,['Cities and towns']
Middletown: A Study in Modern American Culture,Robert Staught Lynd,['Cities and towns']
Yoss,Odo Hirsch,['Cities and towns']
LOST CONTINENT,B BRYSON,['Cities and towns']
The Urbanization of the Third World,Josef Gugler,['Cities and towns']
Streiflichter aus Amerika. Die USA fÃ?Â¼r AnfÃ?Â¤nger und Fortgeschrittene.,Bill Bryson,['Cities and towns']
Self Reliant Cities,David Morris,['Cities and towns']
BABY NAME PERSONALITY BOOK,Vicki Lansky,"['Names, Personal']"
A World of Baby Names,Teresa Norman,"['Names, Personal']"
"Merry Christmas, What's Your Name? (School Friends, No 2)",Bernice Chardiet,"['Names, Personal']"
Baby Names Around the World,Bruce Lansky,"['Names, Personal']"
The Very Best Baby Name Book in the Whole Wide World,Bruce Lansky,"['Names, Personal']"
Name Your Baby,Lareina Rule,"['Names, Personal']"
The Baby Name Book,Louise Nicholson,"['Names, Personal']"
"35,000+ Baby Names: The Largest Selection of Popular and Unusual Names from Around the World",Bruce Lansky,"['Names, Personal']"
The New Age Baby Name Book,Sue Browder,"['Names, Personal']"
Parents Book of Baby Names (Parents Baby & Childcare),Martin Kelly,"['Names, Personal']"
"The Baby Name Countdown: Meanings and Popularity Ratings for 50,000 Names",Janet Schwegel,"['Names, Personal']"
The Baby Name Personality Survey,Bruce Lansky,"['Names, Personal']"
The LAST VAMPIRE (LAST VAMPIRE 1) : THE LAST VAMPIRE,Christopher Pike,['High school students']
Pretty in Pink,H.B. Gilmour,['High school students']
SECRETS CAN KILL (ND #1) (Nancy Drew Files (Paperback)),Carolyn Keene,['High school students']
"Programmed for Love (Sweet Dreams, No 87)",Marion Crane,['High school students']
The Heart Reader Of Franklin High,Anonymous,['High school students']
Sweet Vally High #13: Kidnapped (Sweet Valley High (Numbered Paperback)),Francine Pascal,['High school students']
The Fog,Caroline B. Cooney,['High school students']
"The Snow (Point Horror Trilogy, No 2)",Caroline B. Cooney,['High school students']
